#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
tr|K1TCZ4|K1TCZ4_9ZZZZ -          189_oneless_2        -            0.00015   22.7   0.8   0.00027   21.9   0.8   1.4   1   1   0   1   1   1   1 Alpha/beta superfamily hydrolase (Fragment) OS=human gut metagenome OX=408170 GN=LEA_09239 PE=4 SV=1
tr|W1XUX8|W1XUX8_9ZZZZ -          189_oneless_2        -             0.0031   18.4   0.0    0.0033   18.4   0.0   1.1   1   0   0   1   1   1   1 DLH domain-containing protein (Fragment) OS=human gut metagenome OX=408170 GN=Q604_UNBC12279G0001 PE=4 SV=1
tr|W1XD37|W1XD37_9ZZZZ -          189_oneless_2        -             0.0056   17.6   0.1    0.0067   17.4   0.1   1.1   1   0   0   1   1   1   1 Dienelactone hydrolase (Fragment) OS=human gut metagenome OX=408170 GN=Q604_UNBC17269G0001 PE=4 SV=1
tr|W1YJ31|W1YJ31_9ZZZZ -          189_oneless_2        -              0.014   16.3   1.5     0.014   16.3   1.5   1.3   1   1   0   1   1   1   0 Carboxymethylenebutenolidase (Fragment) OS=human gut metagenome OX=408170 GN=Q604_UNBC04329G0001 PE=4 SV=1
tr|W1YU54|W1YU54_9ZZZZ -          189_oneless_2        -              0.077   13.9   1.6      0.14   13.0   1.5   1.5   1   1   0   1   1   1   0 Peptidase_S15 domain-containing protein OS=human gut metagenome OX=408170 GN=Q604_UNBC00014G0006 PE=4 SV=1
tr|K1UMR7|K1UMR7_9ZZZZ -          189_oneless_2        -              0.097   13.6   1.1       0.2   12.5   1.1   1.6   1   1   0   1   1   1   0 Alpha/beta superfamily hydrolase (Fragment) OS=human gut metagenome OX=408170 GN=LEA_00233 PE=4 SV=1
tr|K1RNT3|K1RNT3_9ZZZZ -          189_oneless_2        -               0.25   12.2   0.0       0.3   12.0   0.0   1.1   1   0   0   1   1   1   0 D-alanyl-alanine synthetase A (Fragment) OS=human gut metagenome OX=408170 GN=LEA_20355 PE=4 SV=1
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      resources/Data/HMMs/HMM_reconstructed/60-65/189_oneless_2.hmm
# Target file:     resources/Data/FASTA/human_gut_metagenome.fasta
# Option settings: hmmsearch --tblout resources/Data/HMMs/negative_cont_HMMsearch_results/60-65/search_189_oneless_2_human_gut_metagenome.tsv resources/Data/HMMs/HMM_reconstructed/60-65/189_oneless_2.hmm resources/Data/FASTA/human_gut_metagenome.fasta 
# Current dir:     /mnt/c/Users/jpsfr/OneDrive/Ambiente de Trabalho/PlastEDMA
# Date:            Fri Aug 12 09:35:09 2022
# [ok]
