#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sp|Q02567|PEM1_PHACH -          10                   -           9.7e-190  618.8  14.4  1.1e-189  618.6  14.4   1.0   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q02567|PEM1_PHACH -          11                   -           2.2e-193  630.9  10.8  2.4e-193  630.7  10.8   1.0   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q02567|PEM1_PHACH -          12                   -             3e-187  610.7  11.6  3.4e-187  610.5  11.6   1.0   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q02567|PEM1_PHACH -          13                   -           1.4e-198  648.0  14.0  1.5e-198  647.9  14.0   1.0   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q02567|PEM1_PHACH -          14                   -           1.1e-195  638.2  14.3  1.2e-195  638.1  14.3   1.0   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q9HTK9|RURE_PSEAE -          18                   -           1.3e-203  664.5   0.9  1.4e-203  664.3   0.9   1.0   1   0   0   1   1   1   1 Rubredoxin-NAD(+) reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=alkT PE=1 SV=1
sp|Q02567|PEM1_PHACH -          2                    -           1.6e-190  621.5  13.7  1.8e-190  621.3  13.7   1.0   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q9HTK9|RURE_PSEAE -          21                   -           2.6e-202  660.1   3.0  3.1e-202  659.8   3.0   1.0   1   0   0   1   1   1   1 Rubredoxin-NAD(+) reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=alkT PE=1 SV=1
tr|O22443|O22443_SOYBN -          24                   -           3.6e-161  524.6   2.0  4.3e-161  524.3   2.0   1.0   1   0   0   1   1   1   1 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
tr|O22443|O22443_SOYBN -          26                   -           1.1e-157  513.3   6.4  1.4e-157  512.9   6.4   1.0   1   0   0   1   1   1   1 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
tr|O22443|O22443_SOYBN -          27                   -           4.6e-175  570.1   4.8  5.3e-175  569.9   4.8   1.0   1   0   0   1   1   1   1 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
tr|O22443|O22443_SOYBN -          29                   -           4.5e-170  553.6   5.3  5.1e-170  553.4   5.3   1.0   1   0   0   1   1   1   1 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
sp|Q02567|PEM1_PHACH -          3                    -           2.2e-195  637.7  14.4  2.4e-195  637.5  14.4   1.0   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
