#                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sp|Q70LM3|PEM2_PHLRA           -          11_oneless_1         -           5.8e-232  765.0  15.6  6.5e-232  764.9  15.6   1.0   1   0   0   1   1   1   1 Manganese peroxidase 2 OS=Phlebia radiata OX=5308 GN=mnp2 PE=1 SV=1
tr|B2BF37|B2BF37_9APHY         -          11_oneless_1         -           2.7e-226  746.4  16.4    3e-226  746.2  16.4   1.0   1   0   0   1   1   1   1 Peroxidase OS=Phlebia sp. b19 OX=451823 GN=mnp2 PE=3 SV=1
tr|R7T2P2|R7T2P2_DICSQ         -          11_oneless_1         -           5.8e-225  742.0   8.4  6.5e-225  741.8   8.4   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens (strain LYAD-421) OX=732165 GN=MnP2 PE=3 SV=1
tr|A0A4Q9Q7N0|A0A4Q9Q7N0_9APHY -          11_oneless_1         -             1e-224  741.2   8.4  1.1e-224  741.1   8.4   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens OX=114155 GN=BD310DRAFT_578774 PE=3 SV=1
tr|Q9P901|Q9P901_9APHY         -          11_oneless_1         -           3.2e-224  739.5   8.8  3.6e-224  739.4   8.8   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens OX=114155 GN=mnp2 PE=3 SV=1
tr|A0A068PC52|A0A068PC52_9APHY -          11_oneless_1         -           8.8e-221  728.2  11.2  9.8e-221  728.1  11.2   1.0   1   0   0   1   1   1   1 Peroxidase OS=Phlebia sp. MG60 OX=321831 GN=MGmnp2 PE=3 SV=1
tr|B1B555|B1B555_9APHY         -          11_oneless_1         -           1.7e-220  727.3  10.9  1.8e-220  727.2  10.9   1.0   1   0   0   1   1   1   1 Peroxidase OS=Phlebia sp. MG60 OX=321831 GN=mnp2 PE=2 SV=1
tr|A0A4Q9MDN6|A0A4Q9MDN6_9APHY -          11_oneless_1         -           1.5e-217  717.6  11.7  1.8e-217  717.3  11.7   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens OX=114155 GN=BD309DRAFT_863726 PE=3 SV=1
tr|R7T1I7|R7T1I7_DICSQ         -          11_oneless_1         -           1.5e-217  717.6  11.7  1.8e-217  717.3  11.7   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens (strain LYAD-421) OX=732165 GN=MnP4 PE=3 SV=1
tr|R7T0F0|R7T0F0_DICSQ         -          11_oneless_1         -           2.9e-210  693.6  11.7  3.4e-210  693.4  11.7   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens (strain LYAD-421) OX=732165 GN=MnP3 PE=3 SV=1
tr|A0A4Q9NSE0|A0A4Q9NSE0_9APHY -          11_oneless_1         -             3e-209  690.3  11.1  3.5e-209  690.1  11.1   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens OX=114155 GN=BD309DRAFT_86966 PE=3 SV=1
tr|Q9P902|Q9P902_9APHY         -          11_oneless_1         -             2e-207  684.3  11.9  2.4e-207  684.0  11.9   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens OX=114155 GN=mnp1 PE=3 SV=1
tr|R7SP50|R7SP50_DICSQ         -          11_oneless_1         -             2e-207  684.3  11.9  2.4e-207  684.0  11.9   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens (strain LYAD-421) OX=732165 GN=MnP1 PE=3 SV=1
tr|A0A4Q9PLU5|A0A4Q9PLU5_9APHY -          11_oneless_1         -           2.7e-207  683.8  11.9  3.3e-207  683.5  11.9   1.0   1   0   0   1   1   1   1 Peroxidase OS=Dichomitus squalens OX=114155 GN=BD310DRAFT_934487 PE=3 SV=1
tr|K5W9V8|K5W9V8_PHACS         -          11_oneless_1         -           1.9e-204  674.4  15.1  2.2e-204  674.3  15.1   1.0   1   0   0   1   1   1   1 Peroxidase OS=Phanerochaete carnosa (strain HHB-10118-sp) OX=650164 GN=PHACADRAFT_256984 PE=3 SV=1
tr|Q9UW40|Q9UW40_CERSU         -          11_oneless_1         -           9.5e-202  665.6   6.6  1.1e-201  665.4   6.6   1.0   1   0   0   1   1   1   1 Peroxidase OS=Ceriporiopsis subvermispora OX=42742 GN=mnp2A PE=3 SV=1
tr|Q1K9D0|Q1K9D0_PHACH         -          11_oneless_1         -           1.1e-201  665.3  12.5  1.2e-201  665.2  12.5   1.0   1   0   0   1   1   1   1 Peroxidase OS=Phanerodontia chrysosporium OX=2822231 GN=mnp3 PE=3 SV=1
tr|M2RFT1|M2RFT1_CERS8         -          11_oneless_1         -           1.1e-201  665.3   6.5  1.3e-201  665.2   6.5   1.0   1   0   0   1   1   1   1 Peroxidase OS=Ceriporiopsis subvermispora (strain B) OX=914234 GN=MnP2 PE=3 SV=1
tr|O42736|O42736_CERSU         -          11_oneless_1         -           1.1e-201  665.3   6.5  1.3e-201  665.2   6.5   1.0   1   0   0   1   1   1   1 Peroxidase OS=Ceriporiopsis subvermispora OX=42742 GN=MnP-2 PE=2 SV=1
tr|Q9UW39|Q9UW39_CERSU         -          11_oneless_1         -             4e-201  663.5   6.3  4.5e-201  663.4   6.3   1.0   1   0   0   1   1   1   1 Peroxidase OS=Ceriporiopsis subvermispora OX=42742 GN=mnp2B PE=3 SV=1
tr|A0A8E2DGE3|A0A8E2DGE3_9APHY -          11_oneless_1         -             1e-200  662.2   9.6  1.1e-200  662.1   9.6   1.0   1   0   0   1   1   1   1 Peroxidase OS=Obba rivulosa OX=1052685 GN=OBBRIDRAFT_891614 PE=3 SV=1
tr|A0ELU1|A0ELU1_9APHY         -          11_oneless_1         -             1e-200  662.2   9.6  1.1e-200  662.1   9.6   1.0   1   0   0   1   1   1   1 Peroxidase OS=Ceriporiopsis rivulosa OX=75794 GN=mnpA PE=3 SV=1
