#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
tr|O22443|O22443_SOYBN -          1                    -           1.6e-170  557.1   7.2  2.1e-170  556.7   7.2   1.0   1   0   0   1   1   1   1 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
tr|O22443|O22443_SOYBN -          10                   -           5.7e-153  498.3   6.6  7.1e-153  498.0   6.6   1.0   1   0   0   1   1   1   1 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
sp|Q02567|PEM1_PHACH -          102                  -            1.4e-57  182.1   1.0   2.5e-57  181.3   1.0   1.4   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q02567|PEM1_PHACH -          103                  -            9.2e-56  176.4   2.8     2e-55  175.3   2.8   1.6   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
tr|O22443|O22443_SOYBN -          109                  -            1.9e-50  158.3   1.0   3.9e-50  157.2   1.0   1.5   1   0   0   1   1   1   1 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
tr|O22443|O22443_SOYBN -          11                   -           1.7e-161  526.7   7.1  1.9e-161  526.5   7.1   1.0   1   0   0   1   1   1   1 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
tr|O22443|O22443_SOYBN -          111                  -            7.3e-10   27.8   0.0     1e-05   14.5   0.0   2.3   1   1   1   2   2   2   2 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
tr|O22443|O22443_SOYBN -          114                  -              3e-10   28.9   0.1   3.4e-06   15.9   0.0   2.3   1   1   1   2   2   2   2 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
tr|O22443|O22443_SOYBN -          115                  -            6.2e-11   31.1   0.0   8.5e-07   17.8   0.0   2.3   1   1   1   2   2   2   2 Peroxidase OS=Glycine max OX=3847 GN=Ep PE=1 SV=1
sp|Q02567|PEM1_PHACH   -          115                  -            9.4e-06   14.4   0.0     0.002    7.0   0.0   2.4   2   0   0   2   2   2   2 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q02567|PEM1_PHACH -          12                   -           1.5e-166  542.3  12.4  1.8e-166  542.1  12.4   1.0   1   0   0   1   1   1   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
sp|Q02567|PEM1_PHACH -          125                  -            1.1e-15   46.2  12.9   1.7e-15   45.7   9.2   2.7   2   0   0   2   2   2   1 Manganese peroxidase 1 OS=Phanerodontia chrysosporium OX=2822231 GN=MNP1 PE=1 SV=1
